 Óbitos de mulheres em idade fértil e óbitos maternos - Brasil
Óbitos maternosÓbitos maternos tardios por Município
Período:1996-2021
"Município";"Óbitos_maternos";"Óbitos_maternos_tardios"
"421710 SAO MARTINHO";-;-
"421715 SAO MIGUEL DA BOA VISTA";-;-
"421720 SAO MIGUEL DO OESTE";4;-
"421725 SAO PEDRO DE ALCANTARA";-;-
"421730 SAUDADES";-;-
"421740 SCHROEDER";2;-
"421750 SEARA";2;-
"421755 SERRA ALTA";-;-
"421760 SIDEROPOLIS";2;-
"421770 SOMBRIO";3;-
"421775 SUL BRASIL";1;-
"421780 TAIO";-;-
"421790 TANGARA";1;-
"421795 TIGRINHOS";-;-
"421800 TIJUCAS";8;-
"421810 TIMBE DO SUL";1;-
"421820 TIMBO";3;1
"421825 TIMBO GRANDE";2;-
"421830 TRES BARRAS";2;-
"421835 TREVISO";-;-
"421840 TREZE DE MAIO";-;-
"421850 TREZE TILIAS";1;-
"421860 TROMBUDO CENTRAL";1;-
"421870 TUBARAO";14;2
"421875 TUNAPOLIS";-;-
"421880 TURVO";1;-
"421885 UNIAO DO OESTE";-;-
"421890 URUBICI";2;1
"421895 URUPEMA";-;-
"421900 URUSSANGA";2;-
"421910 VARGEAO";-;-
"421915 VARGEM";-;-
"421917 VARGEM BONITA";1;-
"421920 VIDAL RAMOS";-;-
"421930 VIDEIRA";5;-
"421935 VITOR MEIRELES";1;-
"421940 WITMARSUM";-;-
"421950 XANXERE";7;1
"421960 XAVANTINA";-;-
"421970 XAXIM";10;-
"421985 ZORTEA";-;-
"422000 BALNEARIO RINCAO";-;1
" MUNICIPIO IGNORADO - RS";1;-
"430003 ACEGUA";-;-
"430005 AGUA SANTA";1;-
"430010 AGUDO";1;-
"430020 AJURICABA";1;-
"430030 ALECRIM";2;-
"430040 ALEGRETE";19;1
"430045 ALEGRIA";-;-
"430047 ALMIRANTE TAMANDARE DO SUL";-;-
"430050 ALPESTRE";-;-
"430055 ALTO ALEGRE";-;-
"430057 ALTO FELIZ";-;-
"430060 ALVORADA";55;20
"430063 AMARAL FERRADOR";1;-
"430064 AMETISTA DO SUL";3;-
"430066 ANDRE DA ROCHA";-;-
"430070 ANTA GORDA";-;-
"430080 ANTONIO PRADO";1;-
"430085 ARAMBARE";2;-
"430087 ARARICA";1;-
"430090 ARATIBA";-;-
"430100 ARROIO DO MEIO";1;-
"430105 ARROIO DO SAL";1;2
"430107 ARROIO DO PADRE";-;-
"430110 ARROIO DOS RATOS";4;1
"430120 ARROIO DO TIGRE";4;-
"430130 ARROIO GRANDE";4;3
"430140 ARVOREZINHA";4;-
"430150 AUGUSTO PESTANA";-;-
"430155 AUREA";-;-
"430160 BAGE";34;6
"430163 BALNEARIO PINHAL";1;-
"430165 BARAO";-;-
"430170 BARAO DE COTEGIPE";-;-
"430175 BARAO DO TRIUNFO";-;1
"430180 BARRACAO";-;2
"430185 BARRA DO GUARITA";-;-
"430187 BARRA DO QUARAI";-;1
"430190 BARRA DO RIBEIRO";2;-
"430192 BARRA DO RIO AZUL";-;-
"430195 BARRA FUNDA";1;-
"430200 BARROS CASSAL";4;-
"430205 BENJAMIN CONSTANT DO SUL";1;-
"430210 BENTO GONCALVES";10;3
"430215 BOA VISTA DAS MISSOES";-;-
"430220 BOA VISTA DO BURICA";1;-
"430222 BOA VISTA DO CADEADO";1;-
"430223 BOA VISTA DO INCRA";1;-
"430225 BOA VISTA DO SUL";-;-
"430230 BOM JESUS";2;-
"430235 BOM PRINCIPIO";-;-
"430237 BOM PROGRESSO";-;-
"430240 BOM RETIRO DO SUL";2;-
"430245 BOQUEIRAO DO LEAO";2;1
"430250 BOSSOROCA";-;1
"430258 BOZANO";-;-
"430260 BRAGA";2;1
"430265 BROCHIER";-;-
"430270 BUTIA";4;2
"430280 CACAPAVA DO SUL";14;1
"430290 CACEQUI";5;-
"430300 CACHOEIRA DO SUL";12;3
"430310 CACHOEIRINHA";21;4
"430320 CACIQUE DOBLE";1;-
"430330 CAIBATE";2;-
"430340 CAICARA";-;-
"430350 CAMAQUA";5;2
"430355 CAMARGO";-;-
"430360 CAMBARA DO SUL";-;-
"430367 CAMPESTRE DA SERRA";-;-
"430370 CAMPINA DAS MISSOES";2;1
"430380 CAMPINAS DO SUL";1;-
"430390 CAMPO BOM";10;1
"430400 CAMPO NOVO";4;-
"430410 CAMPOS BORGES";-;-
"430420 CANDELARIA";8;-
"430430 CANDIDO GODOI";4;-
"430435 CANDIOTA";4;-
"430440 CANELA";6;1
"430450 CANGUCU";10;-
"430460 CANOAS";78;15
"430461 CANUDOS DO VALE";-;-
"430462 CAPAO BONITO DO SUL";-;-
"430463 CAPAO DA CANOA";12;1
"430465 CAPAO DO CIPO";1;-
"430466 CAPAO DO LEAO";5;-
"430467 CAPIVARI DO SUL";-;-
"430468 CAPELA DE SANTANA";1;-
"430469 CAPITAO";-;-
"430470 CARAZINHO";15;4
"430471 CARAA";1;-
"430480 CARLOS BARBOSA";-;1
"430485 CARLOS GOMES";-;-
"430490 CASCA";4;-
"430495 CASEIROS";2;-
"430500 CATUIPE";1;2
"430510 CAXIAS DO SUL";56;16
"430511 CENTENARIO";-;-
"430512 CERRITO";1;-
"430513 CERRO BRANCO";-;-
"430515 CERRO GRANDE";-;-
"430517 CERRO GRANDE DO SUL";-;1
"430520 CERRO LARGO";1;-
"430530 CHAPADA";1;-
"430535 CHARQUEADAS";4;-
"430537 CHARRUA";1;-
"430540 CHIAPETTA";2;-
"430543 CHUI";1;-
"430544 CHUVISCA";-;-
"430545 CIDREIRA";-;1
"430550 CIRIACO";-;-
"430558 COLINAS";-;-
"430560 COLORADO";1;-
"430570 CONDOR";2;-
"430580 CONSTANTINA";2;-
"430583 COQUEIRO BAIXO";-;-
"430585 COQUEIROS DO SUL";-;-
"430587 CORONEL BARROS";-;-
"430590 CORONEL BICACO";4;1
"430593 CORONEL PILAR";-;-
"430595 COTIPORA";1;-
"430597 COXILHA";-;-
"430600 CRISSIUMAL";3;1
"430605 CRISTAL";4;-
"430607 CRISTAL DO SUL";-;-
"430610 CRUZ ALTA";19;3
"430613 CRUZALTENSE";1;-
"430620 CRUZEIRO DO SUL";4;1
"430630 DAVID CANABARRO";1;-
"430632 DERRUBADAS";-;-
"430635 DEZESSEIS DE NOVEMBRO";1;-
"430637 DILERMANDO DE AGUIAR";-;-
"430640 DOIS IRMAOS";7;2
"430642 DOIS IRMAOS DAS MISSOES";-;-
"430645 DOIS LAJEADOS";-;-
"430650 DOM FELICIANO";3;-
"430655 DOM PEDRO DE ALCANTARA";-;-
"430660 DOM PEDRITO";8;1
"430670 DONA FRANCISCA";-;-
"430673 DOUTOR MAURICIO CARDOSO";-;-
"430675 DOUTOR RICARDO";-;-
"430676 ELDORADO DO SUL";6;3
"430680 ENCANTADO";2;-
"430690 ENCRUZILHADA DO SUL";8;1
"430692 ENGENHO VELHO";-;-
"430693 ENTRE-IJUIS";3;-
"430695 ENTRE RIOS DO SUL";1;-
"430697 EREBANGO";3;-
"430700 ERECHIM";18;3
"430705 ERNESTINA";1;-
"430710 HERVAL";2;-
"430720 ERVAL GRANDE";1;-
"430730 ERVAL SECO";1;-
"430740 ESMERALDA";-;1
"430745 ESPERANCA DO SUL";-;-
"430750 ESPUMOSO";2;1
"430755 ESTACAO";-;-
"430760 ESTANCIA VELHA";4;2
"430770 ESTEIO";19;4
"430780 ESTRELA";3;-
"430781 ESTRELA VELHA";-;-
"430783 EUGENIO DE CASTRO";-;-
"430786 FAGUNDES VARELA";-;-
"430790 FARROUPILHA";11;-
"430800 FAXINAL DO SOTURNO";2;-
"430805 FAXINALZINHO";-;-
"430807 FAZENDA VILANOVA";-;-
"430810 FELIZ";5;-
"430820 FLORES DA CUNHA";4;-
"430825 FLORIANO PEIXOTO";-;-
"430830 FONTOURA XAVIER";1;-
"430840 FORMIGUEIRO";2;-
"430843 FORQUETINHA";-;-
"430845 FORTALEZA DOS VALOS";-;-
"430850 FREDERICO WESTPHALEN";5;-
"430860 GARIBALDI";3;1
"430865 GARRUCHOS";1;-
"430870 GAURAMA";1;-
"430880 GENERAL CAMARA";2;-
"430885 GENTIL";1;-
"430890 GETULIO VARGAS";2;-
"430900 GIRUA";6;-
"430905 GLORINHA";-;-
"430910 GRAMADO";6;-
"430912 GRAMADO DOS LOUREIROS";-;-
"430915 GRAMADO XAVIER";1;-
"430920 GRAVATAI";44;6
"430925 GUABIJU";-;-
"430930 GUAIBA";11;4
"430940 GUAPORE";4;3
"430950 GUARANI DAS MISSOES";1;-
"430955 HARMONIA";-;-
"430957 HERVEIRAS";-;-
"430960 HORIZONTINA";2;1
"430965 HULHA NEGRA";1;-
"430970 HUMAITA";-;-
"430975 IBARAMA";1;-
"430980 IBIACA";-;-
"430990 IBIRAIARAS";1;-
"430995 IBIRAPUITA";-;-
"431000 IBIRUBA";5;1
"431010 IGREJINHA";6;-
"431020 IJUI";11;-
"431030 ILOPOLIS";1;-
"431033 IMBE";4;2
"431036 IMIGRANTE";-;-
"431040 INDEPENDENCIA";1;1
"431041 INHACORA";-;-
"431043 IPE";-;1
"431046 IPIRANGA DO SUL";1;-
"431050 IRAI";2;-
"431053 ITAARA";-;-
"431055 ITACURUBI";-;-
"431057 ITAPUCA";-;-
"431060 ITAQUI";8;-
"431065 ITATI";-;-
"431070 ITATIBA DO SUL";1;-
"431075 IVORA";-;-
"431080 IVOTI";-;-
"431085 JABOTICABA";2;-
"431087 JACUIZINHO";-;-
"431090 JACUTINGA";-;-
"431100 JAGUARAO";3;-
"431110 JAGUARI";3;1
"431112 JAQUIRANA";-;-
"431113 JARI";1;-
"431115 JOIA";3;2
"431120 JULIO DE CASTILHOS";2;1
"431123 LAGOA BONITA DO SUL";-;-
"431125 LAGOAO";3;-
"431127 LAGOA DOS TRES CANTOS";-;-
"431130 LAGOA VERMELHA";6;2
"431140 LAJEADO";6;5
"431142 LAJEADO DO BUGRE";-;-
"431150 LAVRAS DO SUL";3;-
"431160 LIBERATO SALZANO";-;-
"431162 LINDOLFO COLLOR";1;1
"431164 LINHA NOVA";-;-
"431170 MACHADINHO";-;-
"431171 MACAMBARA";-;-
"431173 MAMPITUBA";-;-
"431175 MANOEL VIANA";1;-
"431177 MAQUINE";2;-
"431179 MARATA";-;-
"431180 MARAU";7;1
"431190 MARCELINO RAMOS";1;-
"431198 MARIANA PIMENTEL";-;1
"431200 MARIANO MORO";-;-
"431205 MARQUES DE SOUZA";-;1
"431210 MATA";1;-
"431213 MATO CASTELHANO";-;-
"431215 MATO LEITAO";-;-
"431217 MATO QUEIMADO";-;-
"431220 MAXIMILIANO DE ALMEIDA";1;-
"431225 MINAS DO LEAO";1;-
"431230 MIRAGUAI";2;-
"431235 MONTAURI";-;-
"431237 MONTE ALEGRE DOS CAMPOS";-;-
"431238 MONTE BELO DO SUL";1;-
"431240 MONTENEGRO";15;4
"431242 MORMACO";-;-
"431244 MORRINHOS DO SUL";-;-
"431245 MORRO REDONDO";1;-
"431247 MORRO REUTER";-;1
"431250 MOSTARDAS";2;-
"431260 MUCUM";1;-
"431261 MUITOS CAPOES";1;-
"431262 MULITERNO";-;-
"431265 NAO-ME-TOQUE";3;-
"431267 NICOLAU VERGUEIRO";-;-
"431270 NONOAI";3;-
"431275 NOVA ALVORADA";-;-
"431280 NOVA ARACA";1;-
"431290 NOVA BASSANO";1;-
"431295 NOVA BOA VISTA";-;-
"431300 NOVA BRESCIA";1;-
"431301 NOVA CANDELARIA";-;-
"431303 NOVA ESPERANCA DO SUL";1;1
"431306 NOVA HARTZ";2;1
"431308 NOVA PADUA";-;-
"431310 NOVA PALMA";-;-
"431320 NOVA PETROPOLIS";2;1
"431330 NOVA PRATA";3;-
"431333 NOVA RAMADA";2;-
"431335 NOVA ROMA DO SUL";1;-
"431337 NOVA SANTA RITA";3;1
"431339 NOVO CABRAIS";1;-
"431340 NOVO HAMBURGO";53;11
"431342 NOVO MACHADO";-;-
"431344 NOVO TIRADENTES";-;-
"431346 NOVO XINGU";-;-
"431349 NOVO BARREIRO";-;-
"431350 OSORIO";6;2
"431360 PAIM FILHO";-;-
"431365 PALMARES DO SUL";1;3
"431370 PALMEIRA DAS MISSOES";10;3
"431380 PALMITINHO";2;-
"431390 PANAMBI";2;1
"431395 PANTANO GRANDE";6;-
"431400 PARAI";3;1
"431402 PARAISO DO SUL";-;-
"431403 PARECI NOVO";-;-
"431405 PAROBE";10;1
"431406 PASSA SETE";-;-
"431407 PASSO DO SOBRADO";-;-
"431410 PASSO FUNDO";29;11
"431413 PAULO BENTO";1;-
"431415 PAVERAMA";1;-
"431417 PEDRAS ALTAS";1;-
"431420 PEDRO OSORIO";-;-
"431430 PEJUCARA";-;-
"431440 PELOTAS";63;14
"431442 PICADA CAFE";1;-
"431445 PINHAL";1;-
"431446 PINHAL DA SERRA";-;-
"431447 PINHAL GRANDE";1;-
"431449 PINHEIRINHO DO VALE";2;-
"431450 PINHEIRO MACHADO";4;-
"431454 PINTO BANDEIRA";-;-
"431455 PIRAPO";2;-
"431460 PIRATINI";5;1
"431470 PLANALTO";-;-
"431475 POCO DAS ANTAS";-;-
"431477 PONTAO";2;-
"431478 PONTE PRETA";-;-
"431480 PORTAO";8;4
"431490 PORTO ALEGRE";248;84
"431500 PORTO LUCENA";2;-
"431505 PORTO MAUA";-;-
"431507 PORTO VERA CRUZ";1;-
"431510 PORTO XAVIER";1;-
"431513 POUSO NOVO";-;-
"431514 PRESIDENTE LUCENA";-;-
"431515 PROGRESSO";1;-
"431517 PROTASIO ALVES";-;-
"431520 PUTINGA";-;-
"431530 QUARAI";1;-
"431531 QUATRO IRMAOS";-;-
"431532 QUEVEDOS";1;-
"431535 QUINZE DE NOVEMBRO";-;-
"431540 REDENTORA";6;3
"431545 RELVADO";-;-
"431550 RESTINGA SECA";2;-
"431555 RIO DOS INDIOS";-;-
"431560 RIO GRANDE";48;4
"431570 RIO PARDO";9;1
"431575 RIOZINHO";1;-
"431580 ROCA SALES";3;1
"431590 RODEIO BONITO";1;-
"431595 ROLADOR";-;-
"431600 ROLANTE";4;1
"431610 RONDA ALTA";2;1
"431620 RONDINHA";-;-
"431630 ROQUE GONZALES";1;-
"431640 ROSARIO DO SUL";12;-
"431642 SAGRADA FAMILIA";1;-
"431643 SALDANHA MARINHO";-;-
"431645 SALTO DO JACUI";1;1
"431647 SALVADOR DAS MISSOES";-;-
"431650 SALVADOR DO SUL";-;-
"431660 SANANDUVA";6;-
"431670 SANTA BARBARA DO SUL";2;-
"431673 SANTA CECILIA DO SUL";-;-
"431675 SANTA CLARA DO SUL";-;-
"431680 SANTA CRUZ DO SUL";27;1
"431690 SANTA MARIA";36;8
"431695 SANTA MARIA DO HERVAL";-;-
"431697 SANTA MARGARIDA DO SUL";-;-
"431700 SANTANA DA BOA VISTA";1;-
"431710 SANT'ANA DO LIVRAMENTO";25;1
"431720 SANTA ROSA";12;1
"431725 SANTA TEREZA";-;-
"431730 SANTA VITORIA DO PALMAR";6;1
"431740 SANTIAGO";6;3
"431750 SANTO ANGELO";27;6
"431755 SANTO ANTONIO DO PALMA";1;-
"431760 SANTO ANTONIO DA PATRULHA";9;4
"431770 SANTO ANTONIO DAS MISSOES";1;-
"431775 SANTO ANTONIO DO PLANALTO";-;-
"431780 SANTO AUGUSTO";3;-
"431790 SANTO CRISTO";2;-
"431795 SANTO EXPEDITO DO SUL";1;-
"431800 SAO BORJA";13;1
"431805 SAO DOMINGOS DO SUL";-;2
"431810 SAO FRANCISCO DE ASSIS";-;-
"431820 SAO FRANCISCO DE PAULA";5;-
"431830 SAO GABRIEL";15;-
"431840 SAO JERONIMO";6;-
"431842 SAO JOAO DA URTIGA";1;-
"431843 SAO JOAO DO POLESINE";3;1
"431844 SAO JORGE";-;-
"431845 SAO JOSE DAS MISSOES";-;-
"431846 SAO JOSE DO HERVAL";-;-
"431848 SAO JOSE DO HORTENCIO";1;-
"431849 SAO JOSE DO INHACORA";-;-
"431850 SAO JOSE DO NORTE";10;-
"431860 SAO JOSE DO OURO";1;-
"431861 SAO JOSE DO SUL";-;-
"431862 SAO JOSE DOS AUSENTES";1;-
"431870 SAO LEOPOLDO";45;3
"431880 SAO LOURENCO DO SUL";7;-
"431890 SAO LUIZ GONZAGA";5;1
"431900 SAO MARCOS";5;-
"431910 SAO MARTINHO";-;-
"431912 SAO MARTINHO DA SERRA";-;-
"431915 SAO MIGUEL DAS MISSOES";3;-
"431920 SAO NICOLAU";1;1
"431930 SAO PAULO DAS MISSOES";-;-
"431935 SAO PEDRO DA SERRA";1;1
"431936 SAO PEDRO DAS MISSOES";-;-
"431937 SAO PEDRO DO BUTIA";-;-
"431940 SAO PEDRO DO SUL";2;-
"431950 SAO SEBASTIAO DO CAI";4;1
"431960 SAO SEPE";6;-
"431970 SAO VALENTIM";-;-
"431971 SAO VALENTIM DO SUL";1;-
"431973 SAO VALERIO DO SUL";2;-
"431975 SAO VENDELINO";-;-
"431980 SAO VICENTE DO SUL";-;-
"431990 SAPIRANGA";16;4
"432000 SAPUCAIA DO SUL";19;3
"432010 SARANDI";9;1
"432020 SEBERI";2;-
"432023 SEDE NOVA";-;-
"432026 SEGREDO";3;-
"432030 SELBACH";-;1
"432032 SENADOR SALGADO FILHO";-;-
"432035 SENTINELA DO SUL";2;-
"432040 SERAFINA CORREA";4;-
"432045 SERIO";-;-
"432050 SERTAO";3;-
"432055 SERTAO SANTANA";-;-
"432057 SETE DE SETEMBRO";-;-
"432060 SEVERIANO DE ALMEIDA";1;-
"432065 SILVEIRA MARTINS";-;-
"432067 SINIMBU";3;1
"432070 SOBRADINHO";3;-
"432080 SOLEDADE";9;-
"432085 TABAI";1;-
"432090 TAPEJARA";5;-
"432100 TAPERA";1;-
"432110 TAPES";7;-
"432120 TAQUARA";20;1
"432130 TAQUARI";6;-
"432132 TAQUARUCU DO SUL";1;-
"432135 TAVARES";3;-
"432140 TENENTE PORTELA";3;-
"432143 TERRA DE AREIA";2;-
"432145 TEUTONIA";3;1
"432146 TIO HUGO";1;-
"432147 TIRADENTES DO SUL";-;-
"432149 TOROPI";-;-
"432150 TORRES";9;2
"432160 TRAMANDAI";20;4
"432162 TRAVESSEIRO";-;-
"432163 TRES ARROIOS";-;-
"432166 TRES CACHOEIRAS";2;-
"432170 TRES COROAS";4;1
"432180 TRES DE MAIO";3;-
"432183 TRES FORQUILHAS";-;-
"432185 TRES PALMEIRAS";-;-
"432190 TRES PASSOS";8;1
"432195 TRINDADE DO SUL";1;-
"432200 TRIUNFO";3;-
"432210 TUCUNDUVA";-;-
"432215 TUNAS";3;-
"432218 TUPANCI DO SUL";1;-
"432220 TUPANCIRETA";7;-
"432225 TUPANDI";1;-
"432230 TUPARENDI";2;-
"432232 TURUCU";-;-
"432234 UBIRETAMA";-;-
"432235 UNIAO DA SERRA";-;-
"432237 UNISTALDA";-;-
"432240 URUGUAIANA";55;8
"432250 VACARIA";14;3
"432252 VALE VERDE";1;-
"432253 VALE DO SOL";2;-
"432254 VALE REAL";-;-
"432255 VANINI";-;-
"432260 VENANCIO AIRES";11;1
"432270 VERA CRUZ";5;1
"432280 VERANOPOLIS";2;1
"432285 VESPASIANO CORREA";-;-
"432290 VIADUTOS";-;-
"432300 VIAMAO";65;6
"432310 VICENTE DUTRA";-;-
"432320 VICTOR GRAEFF";1;-
"432330 VILA FLORES";-;-
"432335 VILA LANGARO";-;-
"432340 VILA MARIA";-;-
"432345 VILA NOVA DO SUL";1;-
"432350 VISTA ALEGRE";-;-
"432360 VISTA ALEGRE DO PRATA";1;-
"432370 VISTA GAUCHA";1;-
"432375 VITORIA DAS MISSOES";1;-
"432377 WESTFALIA";-;-
"432380 XANGRI-LA";4;1
" MUNICIPIO IGNORADO - MS";-;-
"500020 AGUA CLARA";9;-
"500025 ALCINOPOLIS";-;-
"500060 AMAMBAI";20;1
"500070 ANASTACIO";7;2
"500080 ANAURILANDIA";2;-
"500085 ANGELICA";6;-
"500090 ANTONIO JOAO";4;-
"500100 APARECIDA DO TABOADO";4;-
"500110 AQUIDAUANA";19;-
"500124 ARAL MOREIRA";4;-
"500150 BANDEIRANTES";1;1
"500190 BATAGUASSU";5;-
"500200 BATAYPORA";3;1
"500210 BELA VISTA";9;-
"500215 BODOQUENA";3;-
"500220 BONITO";8;1
"500230 BRASILANDIA";3;2
"500240 CAARAPO";5;2
"500260 CAMAPUA";2;1
"500270 CAMPO GRANDE";148;30
"500280 CARACOL";3;-
"500290 CASSILANDIA";4;-
"500295 CHAPADAO DO SUL";3;-
"500310 CORGUINHO";3;-
"500315 CORONEL SAPUCAIA";13;2
"500320 CORUMBA";65;8
"500325 COSTA RICA";4;1
"500330 COXIM";10;1
"500345 DEODAPOLIS";4;-
"500348 DOIS IRMAOS DO BURITI";2;-
"500350 DOURADINA";2;2
"500370 DOURADOS";63;6
"500375 ELDORADO";7;-
"500380 FATIMA DO SUL";5;1
"500390 FIGUEIRAO";-;-
"500400 GLORIA DE DOURADOS";1;-
"500410 GUIA LOPES DA LAGUNA";6;-
"500430 IGUATEMI";5;1
"500440 INOCENCIA";4;-
"500450 ITAPORA";3;-
"500460 ITAQUIRAI";6;1
"500470 IVINHEMA";3;-
"500480 JAPORA";2;1
"500490 JARAGUARI";2;-
"500500 JARDIM";7;1
"500510 JATEI";2;-
"500515 JUTI";1;1
"500520 LADARIO";11;1
"500525 LAGUNA CARAPA";2;-
"500540 MARACAJU";9;3
"500560 MIRANDA";12;1
"500568 MUNDO NOVO";6;-
"500570 NAVIRAI";12;2
"500580 NIOAQUE";8;-
"500600 NOVA ALVORADA DO SUL";4;1
"500620 NOVA ANDRADINA";12;1
"500625 NOVO HORIZONTE DO SUL";-;-
"500627 PARAISO DAS AGUAS";1;-
"500630 PARANAIBA";10;1
"500635 PARANHOS";8;2
"500640 PEDRO GOMES";2;-
"500660 PONTA PORA";21;3
"500690 PORTO MURTINHO";12;2
"500710 RIBAS DO RIO PARDO";7;2
"500720 RIO BRILHANTE";9;2
"500730 RIO NEGRO";2;-
"500740 RIO VERDE DE MATO GROSSO";9;1
"500750 ROCHEDO";-;-
"500755 SANTA RITA DO PARDO";4;-
"500769 SAO GABRIEL DO OESTE";4;2
"500770 SETE QUEDAS";10;-
"500780 SELVIRIA";3;-
"500790 SIDROLANDIA";7;-
"500793 SONORA";5;-
"500795 TACURU";6;3
"500797 TAQUARUSSU";1;-
"500800 TERENOS";3;1
"500830 TRES LAGOAS";38;6
"500840 VICENTINA";1;-
" MUNICIPIO IGNORADO - MT";-;-
"510010 ACORIZAL";1;1
"510020 AGUA BOA";6;-
"510025 ALTA FLORESTA";20;1
"510030 ALTO ARAGUAIA";3;-
"510035 ALTO BOA VISTA";1;-
"510040 ALTO GARCAS";2;-
"510050 ALTO PARAGUAI";-;-
"510060 ALTO TAQUARI";3;-
"510080 APIACAS";3;-
"510100 ARAGUAIANA";2;-
"510120 ARAGUAINHA";-;-
"510125 ARAPUTANGA";4;-
"510130 ARENAPOLIS";1;-
"510140 ARIPUANA";12;-
"510160 BARAO DE MELGACO";1;-
"510170 BARRA DO BUGRES";6;-
"510180 BARRA DO GARCAS";14;-
"510185 BOM JESUS DO ARAGUAIA";3;-
"510190 BRASNORTE";7;-
"510250 CACERES";45;3
"510260 CAMPINAPOLIS";7;-
"510263 CAMPO NOVO DO PARECIS";13;-
"510267 CAMPO VERDE";7;1
"510268 CAMPOS DE JULIO";2;-
"510269 CANABRAVA DO NORTE";1;-
"510270 CANARANA";8;-
"510279 CARLINDA";5;-
"510285 CASTANHEIRA";3;-
"510300 CHAPADA DOS GUIMARAES";8;-
"510305 CLAUDIA";3;-
"510310 COCALINHO";1;-
"510320 COLIDER";4;-
"510325 COLNIZA";2;-
"510330 COMODORO";10;-
"510335 CONFRESA";8;-
"510336 CONQUISTA D'OESTE";-;-
"510337 COTRIGUACU";1;-
"510340 CUIABA";158;20
"510343 CURVELANDIA";3;1
"510345 DENISE";3;-
"510350 DIAMANTINO";2;-
"510360 DOM AQUINO";1;-
"510370 FELIZ NATAL";3;-
"510380 FIGUEIROPOLIS D'OESTE";-;-
"510385 GAUCHA DO NORTE";2;-
"510390 GENERAL CARNEIRO";-;-
"510395 GLORIA D'OESTE";-;-
"510410 GUARANTA DO NORTE";11;-
"510420 GUIRATINGA";4;-
"510450 INDIAVAI";-;-
"510452 IPIRANGA DO NORTE";-;-
"510454 ITANHANGA";2;-
"510455 ITAUBA";2;-
"510460 ITIQUIRA";8;-
"510480 JACIARA";9;-
"510490 JANGADA";4;1
"510500 JAURU";3;-
"510510 JUARA";5;-
"510515 JUINA";13;-
"510517 JURUENA";7;-
"510520 JUSCIMEIRA";4;-
"510523 LAMBARI D'OESTE";2;-
"510525 LUCAS DO RIO VERDE";18;1
"510530 LUCIARA";-;-
"510550 VILA BELA DA SANTISSIMA TRINDADE";6;-
"510558 MARCELANDIA";3;-
"510560 MATUPA";-;-
"510562 MIRASSOL D'OESTE";7;1
"510590 NOBRES";5;-
"510600 NORTELANDIA";3;-
"510610 NOSSA SENHORA DO LIVRAMENTO";2;-
"510615 NOVA BANDEIRANTES";5;-
"510617 NOVA NAZARE";1;-
"510618 NOVA LACERDA";1;-
"510619 NOVA SANTA HELENA";1;-
"510620 NOVA BRASILANDIA";2;-
"510621 NOVA CANAA DO NORTE";2;-
"510622 NOVA MUTUM";10;1
"510623 NOVA OLIMPIA";7;-
"510624 NOVA UBIRATA";2;-
"510625 NOVA XAVANTINA";3;-
"510626 NOVO MUNDO";4;-
"510627 NOVO HORIZONTE DO NORTE";1;-
"510628 NOVO SAO JOAQUIM";1;-
"510629 PARANAITA";-;-
"510630 PARANATINGA";8;-
"510631 NOVO SANTO ANTONIO";-;-
"510637 PEDRA PRETA";6;-
"510642 PEIXOTO DE AZEVEDO";9;1
"510645 PLANALTO DA SERRA";-;-
"510650 POCONE";13;-
"510665 PONTAL DO ARAGUAIA";-;-
"510670 PONTE BRANCA";-;-
"510675 PONTES E LACERDA";16;-
"510677 PORTO ALEGRE DO NORTE";1;-
"510680 PORTO DOS GAUCHOS";2;-
"510682 PORTO ESPERIDIAO";4;-
"510685 PORTO ESTRELA";1;-
"510700 POXOREO";3;-
"510704 PRIMAVERA DO LESTE";20;2
"510706 QUERENCIA";3;-
"510710 SAO JOSE DOS QUATRO MARCOS";6;-
"510715 RESERVA DO CABACAL";-;-
"510718 RIBEIRAO CASCALHEIRA";4;-
"510719 RIBEIRAOZINHO";1;-
"510720 RIO BRANCO";3;-
"510724 SANTA CARMEM";1;-
"510726 SANTO AFONSO";1;2
"510729 SAO JOSE DO POVO";-;-
"510730 SAO JOSE DO RIO CLARO";9;-
"510735 SAO JOSE DO XINGU";1;-
"510740 SAO PEDRO DA CIPA";1;-
"510757 RONDOLANDIA";1;-
"510760 RONDONOPOLIS";40;7
"510770 ROSARIO OESTE";5;-
"510774 SANTA CRUZ DO XINGU";1;-
"510775 SALTO DO CEU";-;-
"510776 SANTA RITA DO TRIVELATO";-;-
"510777 SANTA TEREZINHA";1;-
"510779 SANTO ANTONIO DO LESTE";2;-
"510780 SANTO ANTONIO DO LEVERGER";8;-
"510785 SAO FELIX DO ARAGUAIA";3;-
"510787 SAPEZAL";3;-
"510788 SERRA NOVA DOURADA";-;-
"510790 SINOP";39;2
"510792 SORRISO";16;3
"510794 TABAPORA";5;-
"510795 TANGARA DA SERRA";20;-
"510800 TAPURAH";7;-
"510805 TERRA NOVA DO NORTE";2;-
"510810 TESOURO";2;-
"510820 TORIXOREU";1;-
"510830 UNIAO DO SUL";-;1
"510835 VALE DE SAO DOMINGOS";1;-
"510840 VARZEA GRANDE";110;7
"510850 VERA";6;1
"510860 VILA RICA";9;-
"510880 NOVA GUARITA";-;-
